"x", "x+a+b-c", "floorf(x)"
0.154167,0,0
0.153527,0,0
0.152893,0,0
0.152263,0,0
0.151639,0,0
0.15102,0,0
0.150407,0,0
0.149798,0,0
0.149194,0,0
0.148594,0,0
0.148,0,0
0.14741,0,0
0.146825,0,0
0.146245,0,0
0.145669,0,0
0.145098,0,0
38,38,38
12.6667,12,12
7.6,7,7
5.42857,5,5
4.22222,4,4
3.45455,3,3
2.92308,2,2
2.53333,2,2
2.23529,2,2
1.80952,1,1
1.65217,1,1
1.52,1,1
1.40741,1,1
1.31034,1,1
1.22581,1,1
1.15152,1,1
1.08571,1,1
1.02703,1,1
0.974359,0,0
0.926829,0,0
0.883721,0,0
0.844444,0,0
0.808511,0,0
0.77551,0,0
0.745098,0,0
0.716981,0,0
0.690909,0,0
0.644068,0,0
0.622951,0,0
0.603175,0,0
0.584615,0,0
0.567164,0,0
0.550725,0,0
0.535211,0,0
0.520548,0,0
0.506667,0,0
0.493506,0,0
0.481013,0,0
0.469136,0,0
0.457831,0,0
0.447059,0,0
0.436782,0,0
0.426966,0,0
0.417582,0,0
0.408602,0,0
0.391753,0,0
0.383838,0,0
0.376238,0,0
0.368932,0,0
0.361905,0,0
0.35514,0,0
0.348624,0,0
0.342342,0,0
0.336283,0,0
0.330435,0,0
0.324786,0,0
0.319328,0,0
0.31405,0,0
0.308943,0,0
0.304,0,0
0.299213,0,0
0.294574,0,0
0.290076,0,0
0.281481,0,0
0.277372,0,0
0.273381,0,0
0.269504,0,0
0.265734,0,0
0.262069,0,0
0.258503,0,0
0.255034,0,0
0.251656,0,0
0.248366,0,0
0.245161,0,0
0.242038,0,0
0.238994,0,0
0.236025,0,0
0.233129,0,0
0.230303,0,0
0.227545,0,0
0.224852,0,0
0.219653,0,0
0.217143,0,0
0.214689,0,0
0.21229,0,0
0.209945,0,0
0.20765,0,0
0.205405,0,0
0.203209,0,0
0.201058,0,0
0.198953,0,0
0.196891,0,0
0.194872,0,0
0.192893,0,0
0.190955,0,0
0.189055,0,0
0.187192,0,0
0.185366,0,0
0.183575,0,0
0.180095,0,0
0.178404,0,0
0.176744,0,0
0.175115,0,0
0.173516,0,0
0.171946,0,0
0.170404,0,0
0.168889,0,0
0.167401,0,0
0.165939,0,0
0.164502,0,0
0.16309,0,0
0.161702,0,0
0.160338,0,0
0.158996,0,0
0.157676,0,0
0.156379,0,0
0.155102,0,0
0.15261,0,0
0.151394,0,0
0.150198,0,0
0.14902,0,0
39,39,39
19.5,19,19
9.75,9,9
7.8,7,7
5.57143,5,5
4.875,4,4
3.9,3,3
3.54545,3,3
2.78571,2,2
2.4375,2,2
2.29412,2,2
2.05263,2,2
1.95,1,1
1.77273,1,1
1.69565,1,1
1.56,1,1
1.39286,1,1
1.34483,1,1
1.25806,1,1
1.21875,1,1
1.14706,1,1
1.11429,1,1
1.05405,1,1
1.02632,1,1
0.975,0,0
0.951219,0,0
0.906977,0,0
0.886364,0,0
0.847826,0,0
0.829787,0,0
0.795918,0,0
0.78,0,0
0.735849,0,0
0.709091,0,0
0.696429,0,0
0.672414,0,0
0.661017,0,0
0.639344,0,0
0.629032,0,0
0.609375,0,0
0.58209,0,0
0.573529,0,0
0.557143,0,0
0.549296,0,0
0.534247,0,0
0.527027,0,0
0.513158,0,0
0.506494,0,0
0.493671,0,0
0.4875,0,0
0.47561,0,0
0.46988,0,0
0.458824,0,0
0.453488,0,0
0.443182,0,0
0.438202,0,0
0.423913,0,0
0.414894,0,0
0.410526,0,0
0.402062,0,0
0.397959,0,0
0.39,0,0
0.386139,0,0
0.378641,0,0
0.367925,0,0
0.364486,0,0
0.357798,0,0
0.354545,0,0
0.348214,0,0
0.345133,0,0
0.33913,0,0
0.336207,0,0
0.330508,0,0
0.327731,0,0
0.322314,0,0
0.319672,0,0
0.314516,0,0
0.312,0,0
0.307087,0,0
0.304688,0,0
0.29771,0,0
0.293233,0,0
0.291045,0,0
0.286765,0,0
0.284672,0,0
0.280576,0,0
0.278571,0,0
0.274648,0,0
0.268966,0,0
0.267123,0,0
0.263514,0,0
0.261745,0,0
0.258278,0,0
0.256579,0,0
0.253247,0,0
0.251613,0,0
0.248408,0,0
0.246835,0,0
0.24375,0,0
0.242236,0,0
0.239264,0,0
0.237805,0,0
0.23494,0,0
0.233533,0,0
0.229412,0,0
0.226744,0,0
0.225434,0,0
0.222857,0,0
0.221591,0,0
0.219101,0,0
0.217877,0,0
0.21547,0,0
0.211957,0,0
0.210811,0,0
0.208556,0,0
0.207447,0,0
0.205263,0,0
0.204188,0,0
0.202073,0,0
0.201031,0,0
0.19898,0,0
0.19797,0,0
0.19598,0,0
0.195,0,0
0.193069,0,0
0.192118,0,0
0.190244,0,0
0.18932,0,0
0.186603,0,0
0.184834,0,0
0.183962,0,0
0.182243,0,0
0.181395,0,0
0.179724,0,0
0.178899,0,0
0.177273,0,0
0.174888,0,0
0.174107,0,0
0.172566,0,0
0.171806,0,0
0.170306,0,0
0.169565,0,0
0.168103,0,0
0.167382,0,0
0.165957,0,0
0.165254,0,0
0.163866,0,0
0.16318,0,0
0.161826,0,0
0.161157,0,0
0.159836,0,0
0.159184,0,0
0.157258,0,0
0.156,0,0
0.155378,0,0
0.15415,0,0
0.153543,0,0
40,40,40
13.3333,13,13
5.71429,5,5
4.44444,4,4
3.63636,3,3
3.07692,3,3
2.35294,2,2
2.10526,2,2
1.90476,1,1
1.73913,1,1
1.48148,1,1
1.37931,1,1
1.29032,1,1
1.21212,1,1
1.08108,1,1
1.02564,1,1
0.97561,0,0
0.930233,0,0
0.851064,0,0
0.816327,0,0
0.784314,0,0
0.754717,0,0
0.701754,0,0
0.677966,0,0
0.655738,0,0
0.634921,0,0
0.597015,0,0
0.57971,0,0
0.56338,0,0
0.547945,0,0
0.519481,0,0
0.506329,0,0
0.493827,0,0
0.481928,0,0
0.45977,0,0
0.449438,0,0
0.43956,0,0
0.430108,0,0
0.412371,0,0
0.40404,0,0
0.39604,0,0
0.38835,0,0
0.373832,0,0
0.366972,0,0
0.36036,0,0
0.353982,0,0
0.34188,0,0
0.336134,0,0
0.330579,0,0
0.325203,0,0
0.314961,0,0
0.310078,0,0
0.305344,0,0
0.300752,0,0
0.291971,0,0
0.28777,0,0
0.283688,0,0
0.27972,0,0
0.272109,0,0
0.268456,0,0
0.264901,0,0
0.261438,0,0
0.254777,0,0
0.251572,0,0
0.248447,0,0
0.245399,0,0
0.239521,0,0
0.236686,0,0
0.233918,0,0
0.231214,0,0
0.225989,0,0
0.223464,0,0
0.220994,0,0
0.218579,0,0
0.213904,0,0
0.21164,0,0
0.209424,0,0
0.207254,0,0
0.203046,0,0
0.201005,0,0
0.199005,0,0
0.197044,0,0
0.193237,0,0
0.191388,0,0
0.189573,0,0
0.187793,0,0
0.184332,0,0
0.182648,0,0
0.180995,0,0
0.179372,0,0
0.176211,0,0
0.174672,0,0
0.17316,0,0
0.171674,0,0
0.168776,0,0
0.167364,0,0
0.165975,0,0
0.164609,0,0
0.161943,0,0
0.160643,0,0
0.159363,0,0
0.158103,0,0
41,41,41
20.5,20,20
13.6667,13,13
10.25,10,10
8.2,8,8
6.83333,6,6
5.85714,5,5
5.125,5,5
4.55556,4,4
4.1,4,4
3.72727,3,3
3.41667,3,3
3.15385,3,3
2.92857,2,2
2.73333,2,2
2.5625,2,2
2.41176,2,2
2.27778,2,2
2.15789,2,2
2.05,2,2
1.95238,1,1
1.86364,1,1
1.78261,1,1
1.70833,1,1
1.64,1,1
1.57692,1,1
1.51852,1,1
1.46429,1,1
1.41379,1,1
1.36667,1,1
1.32258,1,1
1.28125,1,1
1.24242,1,1
1.20588,1,1
1.17143,1,1
1.13889,1,1
1.10811,1,1
1.07895,1,1
1.05128,1,1
1.025,1,1
0.97619,0,0
0.953488,0,0
0.931818,0,0
0.911111,0,0
0.891304,0,0
0.87234,0,0
0.854167,0,0
0.836735,0,0
0.82,0,0
0.803922,0,0
0.788462,0,0
0.773585,0,0
0.759259,0,0
0.745455,0,0
0.732143,0,0
0.719298,0,0
0.706897,0,0
0.694915,0,0
0.683333,0,0
0.672131,0,0
0.66129,0,0
0.650794,0,0
0.640625,0,0
0.630769,0,0
0.621212,0,0
0.61194,0,0
0.602941,0,0
0.594203,0,0
0.585714,0,0
0.577465,0,0
0.569444,0,0
0.561644,0,0
0.554054,0,0
0.546667,0,0
0.539474,0,0
0.532468,0,0
0.525641,0,0
0.518987,0,0
0.5125,0,0
0.506173,0,0
0.493976,0,0
0.488095,0,0
0.482353,0,0
0.476744,0,0
0.471264,0,0
0.465909,0,0
0.460674,0,0
0.455556,0,0
0.450549,0,0
0.445652,0,0
0.44086,0,0
0.43617,0,0
0.431579,0,0
0.427083,0,0
0.42268,0,0
0.418367,0,0
0.414141,0,0
0.41,0,0
0.405941,0,0
0.401961,0,0
0.398058,0,0
0.394231,0,0
0.390476,0,0
0.386792,0,0
0.383178,0,0
0.37963,0,0
0.376147,0,0
0.372727,0,0
0.369369,0,0
0.366071,0,0
0.362832,0,0
0.359649,0,0
0.356522,0,0
0.353448,0,0
0.350427,0,0
0.347458,0,0
0.344538,0,0
0.341667,0,0
0.338843,0,0
0.336066,0,0
0.330645,0,0
0.328,0,0
0.325397,0,0
0.322835,0,0
0.320312,0,0
0.317829,0,0
0.315385,0,0
0.312977,0,0
0.310606,0,0
0.308271,0,0
0.30597,0,0
0.303704,0,0
0.301471,0,0
0.29927,0,0
0.297101,0,0
0.294964,0,0
0.292857,0,0
0.29078,0,0
0.288732,0,0
0.286713,0,0
0.284722,0,0
0.282759,0,0
0.280822,0,0
0.278912,0,0
0.277027,0,0
0.275168,0,0
0.273333,0,0
0.271523,0,0
0.269737,0,0
0.267974,0,0
0.266234,0,0
0.264516,0,0
0.262821,0,0
0.261146,0,0
0.259494,0,0
0.257862,0,0
0.25625,0,0
0.254658,0,0
0.253086,0,0
0.251534,0,0
0.248485,0,0
0.246988,0,0
0.245509,0,0
0.244048,0,0
0.242604,0,0
0.241176,0,0
0.239766,0,0
0.238372,0,0
0.236994,0,0
0.235632,0,0
0.234286,0,0
0.232955,0,0
0.231638,0,0
0.230337,0,0
0.22905,0,0
0.227778,0,0
0.226519,0,0
0.225275,0,0
0.224044,0,0
0.222826,0,0
0.221622,0,0
0.22043,0,0
0.219251,0,0
0.218085,0,0
0.216931,0,0
0.215789,0,0
0.21466,0,0
0.213542,0,0
0.212435,0,0
0.21134,0,0
0.210256,0,0
0.209184,0,0
0.208122,0,0
0.207071,0,0
0.20603,0,0
0.205,0,0
0.20398,0,0
0.20297,0,0
0.20197,0,0
0.20098,0,0
0.199029,0,0
0.198068,0,0
0.197115,0,0
0.196172,0,0
0.195238,0,0
0.194313,0,0
0.193396,0,0
0.192488,0,0
0.191589,0,0
0.190698,0,0
0.189815,0,0
0.18894,0,0
0.188073,0,0
0.187215,0,0
0.186364,0,0
0.18552,0,0
0.184685,0,0
0.183857,0,0
0.183036,0,0
0.182222,0,0
0.181416,0,0
0.180617,0,0
0.179825,0,0
0.179039,0,0
0.178261,0,0
0.177489,0,0
0.176724,0,0
0.175966,0,0
0.175214,0,0
0.174468,0,0
0.173729,0,0
0.172996,0,0
0.172269,0,0
0.171548,0,0
0.170833,0,0
0.170124,0,0
0.169421,0,0
0.168724,0,0
0.168033,0,0
0.167347,0,0
0.165992,0,0
0.165323,0,0
0.164659,0,0
0.164,0,0
0.163347,0,0
0.162698,0,0
0.162055,0,0
0.161417,0,0
0.160784,0,0
42,42,42
8.4,8,8
3.81818,3,3
3.23077,3,3
2.47059,2,2
2.21053,2,2
1.82609,1,1
1.68,1,1
1.44828,1,1
1.35484,1,1
1.13514,1,1
1.02439,1,1
0.976744,0,0
0.893617,0,0
0.792453,0,0
0.763636,0,0
0.711864,0,0
0.688525,0,0
0.646154,0,0
0.626866,0,0
0.591549,0,0
0.575342,0,0
0.531646,0,0
0.506024,0,0
0.494118,0,0
0.47191,0,0
0.442105,0,0
0.43299,0,0
0.415842,0,0
0.407767,0,0
0.392523,0,0
0.385321,0,0
0.371681,0,0
0.365217,0,0
0.347107,0,0
0.336,0,0
0.330709,0,0
0.320611,0,0
0.306569,0,0
0.302158,0,0
0.293706,0,0
0.289655,0,0
0.281879,0,0
0.278146,0,0
0.270968,0,0
0.267516,0,0
0.257669,0,0
0.251497,0,0
0.248521,0,0
0.242775,0,0
0.234637,0,0
0.232044,0,0
0.227027,0,0
0.224599,0,0
0.219895,0,0
0.217617,0,0
0.213198,0,0
0.211055,0,0
0.204878,0,0
0.200957,0,0
0.199052,0,0
0.195349,0,0
0.190045,0,0
0.188341,0,0
0.185022,0,0
0.183406,0,0
0.180258,0,0
0.178723,0,0
0.175732,0,0
0.174274,0,0
0.17004,0,0
0.167331,0,0
0.166008,0,0
43,43,43
21.5,21,21
14.3333,14,14
10.75,10,10
8.6,8,8
7.16667,7,7
6.14286,6,6
5.375,5,5
4.77778,4,4
4.3,4,4
3.90909,3,3
3.58333,3,3
3.30769,3,3
3.07143,3,3
2.86667,2,2
2.6875,2,2
2.52941,2,2
2.38889,2,2
2.26316,2,2
2.15,2,2
2.04762,2,2
1.95455,1,1
1.86957,1,1
1.79167,1,1
1.72,1,1
1.65385,1,1
1.59259,1,1
1.53571,1,1
1.48276,1,1
1.43333,1,1
1.3871,1,1
1.34375,1,1
1.30303,1,1
1.26471,1,1
1.22857,1,1
1.19444,1,1
1.16216,1,1
1.13158,1,1
1.10256,1,1
1.075,1,1
1.04878,1,1
1.02381,1,1
0.977273,0,0
0.955556,0,0
0.934783,0,0
0.914894,0,0
0.895833,0,0
0.877551,0,0
0.86,0,0
0.843137,0,0
0.826923,0,0
0.811321,0,0
0.796296,0,0
0.781818,0,0
0.767857,0,0
0.754386,0,0
0.741379,0,0
0.728814,0,0
0.716667,0,0
0.704918,0,0
0.693548,0,0
0.68254,0,0
0.671875,0,0
0.661538,0,0
0.651515,0,0
0.641791,0,0
0.632353,0,0
0.623188,0,0
0.614286,0,0
0.605634,0,0
0.597222,0,0
0.589041,0,0
0.581081,0,0
0.573333,0,0
0.565789,0,0
0.558442,0,0
0.551282,0,0
0.544304,0,0
0.5375,0,0
0.530864,0,0
0.52439,0,0
0.518072,0,0
0.511905,0,0
0.505882,0,0
0.494253,0,0
0.488636,0,0
0.483146,0,0
0.477778,0,0
0.472527,0,0
0.467391,0,0
0.462366,0,0
0.457447,0,0
0.452632,0,0
0.447917,0,0
0.443299,0,0
0.438776,0,0
0.434343,0,0
0.43,0,0
0.425743,0,0
0.421569,0,0
0.417476,0,0
0.413462,0,0
0.409524,0,0
0.40566,0,0
0.401869,0,0
0.398148,0,0
0.394495,0,0
0.390909,0,0
0.387387,0,0
0.383929,0,0
0.380531,0,0
0.377193,0,0
0.373913,0,0
0.37069,0,0
0.367521,0,0
0.364407,0,0
0.361345,0,0
0.358333,0,0
0.355372,0,0
0.352459,0,0
0.349593,0,0
0.346774,0,0
0.344,0,0
0.34127,0,0
0.338583,0,0
0.335938,0,0
0.330769,0,0
0.328244,0,0
0.325758,0,0
0.323308,0,0
0.320896,0,0
0.318519,0,0
0.316176,0,0
0.313869,0,0
0.311594,0,0
0.309353,0,0
0.307143,0,0
0.304965,0,0
0.302817,0,0
0.300699,0,0
0.298611,0,0
0.296552,0,0
0.294521,0,0
0.292517,0,0
0.290541,0,0
0.288591,0,0
0.286667,0,0
0.284768,0,0
0.282895,0,0
0.281046,0,0
0.279221,0,0
0.277419,0,0
0.275641,0,0
0.273885,0,0
0.272152,0,0
0.27044,0,0
0.26875,0,0
0.267081,0,0
0.265432,0,0
0.263804,0,0
0.262195,0,0
0.260606,0,0
0.259036,0,0
0.257485,0,0
0.255952,0,0
0.254438,0,0
0.252941,0,0
0.251462,0,0
0.248555,0,0
0.247126,0,0
0.245714,0,0
0.244318,0,0
0.242938,0,0
0.241573,0,0
0.240223,0,0
0.238889,0,0
0.237569,0,0
0.236264,0,0
0.234973,0,0
0.233696,0,0
0.232432,0,0
0.231183,0,0
0.229947,0,0
0.228723,0,0
0.227513,0,0
0.226316,0,0
0.225131,0,0
0.223958,0,0
0.222798,0,0
0.221649,0,0
0.220513,0,0
0.219388,0,0
0.218274,0,0
0.217172,0,0
0.21608,0,0
0.215,0,0
0.21393,0,0
0.212871,0,0
0.211823,0,0
0.210784,0,0
0.209756,0,0
0.208738,0,0
0.207729,0,0
0.206731,0,0
0.205742,0,0
0.204762,0,0
0.203791,0,0
0.20283,0,0
0.201878,0,0
0.200935,0,0
0.199074,0,0
0.198157,0,0
0.197248,0,0
0.196347,0,0
0.195455,0,0
0.19457,0,0
0.193694,0,0
0.192825,0,0
0.191964,0,0
0.191111,0,0
0.190265,0,0
0.189427,0,0
0.188596,0,0
0.187773,0,0
0.186957,0,0
0.186147,0,0
0.185345,0,0
0.184549,0,0
0.183761,0,0
0.182979,0,0
0.182203,0,0
0.181435,0,0
0.180672,0,0
0.179916,0,0
0.179167,0,0
0.178423,0,0
0.177686,0,0
0.176955,0,0
0.17623,0,0
0.17551,0,0
0.174797,0,0
0.174089,0,0
0.173387,0,0
0.172691,0,0
0.172,0,0
0.171315,0,0
0.170635,0,0
0.16996,0,0
0.169291,0,0
0.168627,0,0
44,44,44
14.6667,14,14
8.8,8,8
6.28571,6,6
4.88889,4,4
3.38462,3,3
2.93333,2,2
2.58824,2,2
2.31579,2,2
2.09524,2,2
1.91304,1,1
1.76,1,1
1.62963,1,1
1.51724,1,1
1.41935,1,1
1.25714,1,1
1.18919,1,1
1.12821,1,1
1.07317,1,1
1.02326,1,1
0.977778,0,0
0.93617,0,0
0.897959,0,0
0.862745,0,0
0.830189,0,0
0.77193,0,0
0.745763,0,0
0.721311,0,0
0.698413,0,0
0.676923,0,0
0.656716,0,0
0.637681,0,0
0.619718,0,0
0.60274,0,0
0.586667,0,0
0.556962,0,0
0.54321,0,0
0.53012,0,0
0.517647,0,0
0.505747,0,0
0.494382,0,0
0.483516,0,0
0.473118,0,0
0.463158,0,0
0.453608,0,0
0.435644,0,0
0.427184,0,0
0.419048,0,0
0.411215,0,0
0.40367,0,0
0.396396,0,0
0.389381,0,0
0.382609,0,0
0.376068,0,0
0.369748,0,0
0.357724,0,0
0.352,0,0
0.346457,0,0
0.341085,0,0
0.335878,0,0
0.330827,0,0
0.325926,0,0
0.321168,0,0
0.316547,0,0
0.312057,0,0
0.303448,0,0
0.29932,0,0
0.295302,0,0
0.291391,0,0
0.287582,0,0
0.283871,0,0
0.280255,0,0
0.27673,0,0
0.273292,0,0
0.269939,0,0
0.263473,0,0
0.260355,0,0
0.25731,0,0
0.254335,0,0
0.251429,0,0
0.248588,0,0
0.24581,0,0
0.243094,0,0
0.240437,0,0
0.237838,0,0
0.232804,0,0
0.230366,0,0
0.227979,0,0
0.225641,0,0
0.22335,0,0
0.221106,0,0
0.218905,0,0
0.216749,0,0
0.214634,0,0
0.21256,0,0
0.208531,0,0
0.206573,0,0
0.204651,0,0
0.202765,0,0
0.200913,0,0
0.199095,0,0
0.197309,0,0
0.195556,0,0
0.193833,0,0
0.19214,0,0
0.188841,0,0
0.187234,0,0
0.185654,0,0
0.1841,0,0
0.182573,0,0
0.18107,0,0
0.179592,0,0
0.178138,0,0
0.176707,0,0
0.175299,0,0
0.172549,0,0
45,45,45
22.5,22,22
11.25,11,11
6.42857,6,6
5.625,5,5
4.09091,4,4
3.46154,3,3
3.21429,3,3
2.8125,2,2
2.64706,2,2
2.36842,2,2
2.04545,2,2
1.95652,1,1
1.73077,1,1
1.60714,1,1
1.55172,1,1
1.45161,1,1
1.40625,1,1
1.32353,1,1
1.21622,1,1
1.18421,1,1
1.09756,1,1
1.04651,1,1
1.02273,1,1
0.978261,0,0
0.957447,0,0
0.918367,0,0
0.865385,0,0
0.849057,0,0
0.803571,0,0
0.775862,0,0
0.762712,0,0
0.737705,0,0
0.725806,0,0
0.703125,0,0
0.671642,0,0
0.661765,0,0
0.633803,0,0
0.616438,0,0
0.608108,0,0
0.592105,0,0
0.584416,0,0
0.56962,0,0
0.548781,0,0
0.542169,0,0
0.523256,0,0
0.511364,0,0
0.505618,0,0
0.494505,0,0
0.48913,0,0
0.478723,0,0
0.463918,0,0
0.459184,0,0
0.445545,0,0
0.436893,0,0
0.432692,0,0
0.424528,0,0
0.420561,0,0
0.412844,0,0
0.401786,0,0
0.39823,0,0
0.387931,0,0
0.381356,0,0
0.378151,0,0
0.371901,0,0
0.368852,0,0
0.362903,0,0
0.354331,0,0
0.351562,0,0
0.343511,0,0
0.338346,0,0
0.335821,0,0
0.330882,0,0
0.328467,0,0
0.323741,0,0
0.316901,0,0
0.314685,0,0
0.308219,0,0
0.304054,0,0
0.302013,0,0
0.298013,0,0
0.296053,0,0
0.292208,0,0
0.286624,0,0
0.28481,0,0
0.279503,0,0
0.276074,0,0
0.27439,0,0
0.271084,0,0
0.269461,0,0
0.266272,0,0
0.261628,0,0
0.260116,0,0
0.255682,0,0
0.252809,0,0
0.251397,0,0
0.248619,0,0
0.247253,0,0
0.244565,0,0
0.240642,0,0
0.239362,0,0
0.235602,0,0
0.233161,0,0
0.231959,0,0
0.229592,0,0
0.228426,0,0
0.226131,0,0
0.222772,0,0
0.221675,0,0
0.218447,0,0
0.216346,0,0
0.215311,0,0
0.21327,0,0
0.212264,0,0
0.21028,0,0
0.207373,0,0
0.206422,0,0
0.20362,0,0
0.201794,0,0
0.200893,0,0
0.199115,0,0
0.198238,0,0
0.196507,0,0
0.193966,0,0
0.193133,0,0
0.190678,0,0
0.189076,0,0
0.188285,0,0
0.186722,0,0
0.18595,0,0
0.184426,0,0
0.182186,0,0
0.181452,0,0
0.179283,0,0
0.177866,0,0
0.177165,0,0
46,46,46
15.3333,15,15
9.2,9,9
6.57143,6,6
5.11111,5,5
4.18182,4,4
3.53846,3,3
3.06667,3,3
2.70588,2,2
2.42105,2,2
2.19048,2,2
1.84,1,1
1.7037,1,1
1.58621,1,1
1.48387,1,1
1.39394,1,1
1.31429,1,1
1.24324,1,1
1.17949,1,1
1.12195,1,1
1.06977,1,1
1.02222,1,1
0.978723,0,0
0.938776,0,0
0.901961,0,0
0.867925,0,0
0.836364,0,0
0.807018,0,0
0.779661,0,0
0.754098,0,0
0.730159,0,0
0.707692,0,0
0.686567,0,0
0.647887,0,0
0.630137,0,0
0.613333,0,0
0.597403,0,0
0.582278,0,0
0.567901,0,0
0.554217,0,0
0.541176,0,0
0.528736,0,0
0.516854,0,0
0.505495,0,0
0.494624,0,0
0.484211,0,0
0.474227,0,0
0.464646,0,0
0.455446,0,0
0.446602,0,0
0.438095,0,0
0.429907,0,0
0.422018,0,0
0.414414,0,0
0.40708,0,0
0.393162,0,0
0.386555,0,0
0.380165,0,0
0.373984,0,0
0.368,0,0
0.362205,0,0
0.356589,0,0
0.351145,0,0
0.345865,0,0
0.340741,0,0
0.335766,0,0
0.330935,0,0
0.326241,0,0
0.321678,0,0
0.317241,0,0
0.312925,0,0
0.308725,0,0
0.304636,0,0
0.300654,0,0
0.296774,0,0
0.292994,0,0
0.289308,0,0
0.282209,0,0
0.278788,0,0
0.275449,0,0
0.272189,0,0
0.269006,0,0
0.265896,0,0
0.262857,0,0
0.259887,0,0
0.256983,0,0
0.254144,0,0
0.251366,0,0
0.248649,0,0
0.245989,0,0
0.243386,0,0
0.240838,0,0
0.238342,0,0
0.235897,0,0
0.233503,0,0
0.231156,0,0
0.228856,0,0
0.226601,0,0
0.22439,0,0
0.220096,0,0
0.218009,0,0
0.215962,0,0
0.213953,0,0
0.211982,0,0
0.210046,0,0
0.208145,0,0
0.206278,0,0
0.204444,0,0
0.202643,0,0
0.200873,0,0
0.199134,0,0
0.197425,0,0
0.195745,0,0
0.194093,0,0
0.192469,0,0
0.190871,0,0
0.1893,0,0
0.187755,0,0
0.186235,0,0
0.184739,0,0
0.183267,0,0
0.180392,0,0
47,47,47
23.5,23,23
15.6667,15,15
11.75,11,11
9.4,9,9
7.83333,7,7
6.71429,6,6
5.875,5,5
5.22222,5,5
4.7,4,4
4.27273,4,4
3.91667,3,3
3.61538,3,3
3.35714,3,3
3.13333,3,3
2.9375,2,2
2.76471,2,2
2.61111,2,2
2.47368,2,2
2.35,2,2
2.2381,2,2
2.13636,2,2
2.04348,2,2
1.95833,1,1
1.88,1,1
1.80769,1,1
1.74074,1,1
1.67857,1,1
1.62069,1,1
1.56667,1,1
1.51613,1,1
1.46875,1,1
1.42424,1,1
1.38235,1,1
1.34286,1,1
1.30556,1,1
1.27027,1,1
1.23684,1,1
1.20513,1,1
1.175,1,1
1.14634,1,1
1.11905,1,1
1.09302,1,1
1.06818,1,1
1.04444,1,1
1.02174,1,1
0.979167,0,0
0.959184,0,0
0.94,0,0
0.921569,0,0
0.903846,0,0
0.886792,0,0
0.87037,0,0
0.854545,0,0
0.839286,0,0
0.824561,0,0
0.810345,0,0
0.79661,0,0
0.783333,0,0
0.770492,0,0
0.758065,0,0
0.746032,0,0
0.734375,0,0
0.723077,0,0
0.712121,0,0
0.701493,0,0
0.691176,0,0
0.681159,0,0
0.671429,0,0
0.661972,0,0
0.652778,0,0
0.643836,0,0
0.635135,0,0
0.626667,0,0
0.618421,0,0
0.61039,0,0
0.602564,0,0
0.594937,0,0
0.5875,0,0
0.580247,0,0
0.573171,0,0
0.566265,0,0
0.559524,0,0
0.552941,0,0
0.546512,0,0
0.54023,0,0
0.534091,0,0
0.52809,0,0
0.522222,0,0
0.516484,0,0
0.51087,0,0
0.505376,0,0
0.494737,0,0
0.489583,0,0
0.484536,0,0
0.479592,0,0
0.474747,0,0
0.47,0,0
0.465347,0,0
0.460784,0,0
0.456311,0,0
0.451923,0,0
0.447619,0,0
0.443396,0,0
0.439252,0,0
0.435185,0,0
0.431193,0,0
0.427273,0,0
0.423423,0,0
0.419643,0,0
0.415929,0,0
0.412281,0,0
0.408696,0,0
0.405172,0,0
0.401709,0,0
0.398305,0,0
0.394958,0,0
0.391667,0,0
0.38843,0,0
0.385246,0,0
0.382114,0,0
0.379032,0,0
0.376,0,0
0.373016,0,0
0.370079,0,0
0.367188,0,0
0.364341,0,0
0.361538,0,0
0.358779,0,0
0.356061,0,0
0.353383,0,0
0.350746,0,0
0.348148,0,0
0.345588,0,0
0.343066,0,0
0.34058,0,0
0.338129,0,0
0.335714,0,0
0.330986,0,0
0.328671,0,0
0.326389,0,0
0.324138,0,0
0.321918,0,0
0.319728,0,0
0.317568,0,0
0.315436,0,0
0.313333,0,0
0.311258,0,0
0.309211,0,0
0.30719,0,0
0.305195,0,0
0.303226,0,0
0.301282,0,0
0.299363,0,0
0.297468,0,0
0.295597,0,0
0.29375,0,0
0.291925,0,0
0.290123,0,0
0.288344,0,0
0.286585,0,0
0.284848,0,0
0.283133,0,0
0.281437,0,0
0.279762,0,0
0.278107,0,0
0.276471,0,0
0.274854,0,0
0.273256,0,0
0.271676,0,0
0.270115,0,0
0.268571,0,0
0.267045,0,0
0.265537,0,0
0.264045,0,0
0.26257,0,0
0.261111,0,0
0.259668,0,0
0.258242,0,0
0.256831,0,0
0.255435,0,0
0.254054,0,0
0.252688,0,0
0.251337,0,0
0.248677,0,0
0.247368,0,0
0.246073,0,0
0.244792,0,0
0.243523,0,0
0.242268,0,0
0.241026,0,0
0.239796,0,0
0.238579,0,0
0.237374,0,0
0.236181,0,0
0.235,0,0
0.233831,0,0
0.232673,0,0
0.231527,0,0
0.230392,0,0
0.229268,0,0
0.228155,0,0
0.227053,0,0
0.225962,0,0
0.22488,0,0
0.22381,0,0
0.222749,0,0
0.221698,0,0
0.220657,0,0
0.219626,0,0
0.218605,0,0
0.217593,0,0
0.21659,0,0
0.215596,0,0
0.214612,0,0
0.213636,0,0
0.21267,0,0
0.211712,0,0
0.210762,0,0
0.209821,0,0
0.208889,0,0
0.207965,0,0
